company_name,company_number,company_status,company_type,dissolution_date,incorporation_date,nature_of_business,registered_office_address
CALDISTON BUILDING SAFETY SERVICES LTD,13832573,Active,Private limited company,,06/01/2022,70229,63 Hawthorn Lane Wilmslow SK9 5DQ
CB CHOICE INVESTMENT LTD,13832556,Active,Private limited company,,06/01/2022,64999,29 Aldred Street Failsworth Manchester M35 0AQ
PEARL GLAZING LIMITED,13832560,Active,Private limited company,,06/01/2022,43342,52 Dormers Avenue Southall UB1 2SS
VERTEX INTERIORS LTD,13832557,Active,Private limited company,,06/01/2022,43290,20 Kirkgate Sherburn In Elmet Leeds LS25 6BL
WARMER HOMES (SCOTLAND) LTD,SC719024,Active,Private limited company,,06/01/2022,96090,272 Bath Street Glasgow G2 4JR
VIXEN UNDERGROUND LTD,13832572,Active,Private limited company,,06/01/2022,47820,Flat 10 Elizabeth Court 10 London Road Cosham Portsmouth PO6 3EL
JULESANT LTD,13832569,Active,Private limited company,,06/01/2022,70229 71122 71129 74902,71-75 Shelton Street Covent Garden London WC2H 9JQ
SEBASTIAN AND FAWN PSYCHOLOGY LTD,13832554,Active,Private limited company,,06/01/2022,86900,243 Eggbuckland Road Plymouth PL3 6QE
BLUESKIES CARE LTD,13832631,Active,Private limited company,,06/01/2022,86900 88100 88990,"Dina Elbarbary 10 Ivernia Avenue, Brooklands Milton Keynes Milton Keynes MK10 7HR"
BESTONE GROUP LTD,13832622,Active,Private limited company,,06/01/2022,22230 24540 46150 93130,291 Brighton Road South Croydon CR2 6EQ
MORGAN NICHOL LTD,13832627,Active,Private limited company,,06/01/2022,1430,28 Moreton Lane Bishopstone Aylesbury HP17 8SQ
SYNGAS EUROPE HOLDING LTD,13832628,Active,Private limited company,,06/01/2022,72190,10 Leyborne Park Richmond TW9 3HA
ACD WORKWEAR LTD,13832626,Active,Private limited company,,06/01/2022,46420,3 The Lychgate Burbage Hinckley LE10 2ER
MILESTONE MEDIA LIMITED,13832641,Active,Private limited company,,06/01/2022,59112,Indaba Denham Avenue Denham Uxbridge UB9 5ER
GEE STUDIOS LIMITED,13832637,Active,Private limited company,,06/01/2022,59200,30 Kipling Way Borehamwood WD6 2FS
C1 CONSTRUCTION CONTRACTERS LTD,13832640,Active,Private limited company,,06/01/2022,43999,10 Lucksfield Way Chelmsford CM2 8HW
MED STREET FOOD LIMITED,13832625,Active,Private limited company,,06/01/2022,56103,35 Sandygate Road Sheffield S10 5NG
STUDIO SULIS LIMITED,13832693,Active,Private limited company,,06/01/2022,74100,1 Edgar Buildings George Street Bath BA1 2DU
OBJECTS OF STRANGE DESIRE LTD,13832687,Active,Private limited company,,06/01/2022,31090,Unit 81 Claydon Business Park Great Blakenham Ipswich IP6 0NL
DUBH ARTACH HOLDINGS LIMITED,SC719029,Active,Private limited company,,06/01/2022,64209,61 Dublin Street Edinburgh EH3 6NL
HARMONY PRINT SOLUTIONS LTD,13832761,Active,Private limited company,,06/01/2022,18129,"Suite A, 82 James Carter Road Mildenhall Bury St Edmunds IP28 7DE"
PICKERING OHRWALL INVESTMENTS LIMITED,13832792,Active,Private limited company,,06/01/2022,68209,Pickering Stephenson Road Clacton-On-Sea CO15 4NL
FOREST FRIENDS LTD,13832795,Active,Private limited company,,06/01/2022,85590,"Unit G01, Ground Floor Metroline House 118-122 College Road Harrow HA1 1BQ"
FLAAZ LTD,13832845,Active,Private limited company,,06/01/2022,47910,"Unit 17, Trafalgar Business Park Broughton Lane Manchester M8 9TZ"
MT ADDS LTD,13832846,Active,Private limited company,,06/01/2022,73110,91 Aldridge Avenue Enfield EN3 6JA
RENEWSELL LTD,13832853,Active,Private limited company,,06/01/2022,82200,20 Ruscoe Road London E16 1JB
HIGH CASTLE HPG LTD,13832850,Active,Private limited company,,06/01/2022,71129,50 Leywood Close Braintree CM7 3NP
EJX ENTERTAINMENT LTD,13832842,Active,Private limited company,,06/01/2022,93290,20 Neswick Street Plymouth PL1 5JJ
MARDEN INVESTMENTS LIMITED,13832953,Active,Private limited company,,06/01/2022,64209,New Burlington House 1075 Finchley Road London NW11 0PU
OXYGEN COIN LIMITED,13832948,Active,Private limited company,,06/01/2022,82990,The Profile West 950 Great West Road Brentford TW8 9ES
EMERALD FUTURE LIMITED,13833000,Active,Private limited company,,06/01/2022,74901,The Old Barn Prestwick Whins Farm Prestwick Newcastle Upon Tyne NE20 9UD
PAUL GUMBLEY INVESTMENTS LIMITED,13833002,Active,Private limited company,,06/01/2022,70229,9a Trumpington Road Cambridge CB2 8AJ
L WALKER CARPENTRY LIMITED,13833005,Active,Private limited company,,06/01/2022,16230,Loughborough Technology Centre Unit 29 Epinal Way Loughborough LE11 3GE
AIRDANCE EXCHANGE LTD,13833004,Active,Private limited company,,06/01/2022,96090,5 Kew Road Richmond TW9 2PR
ALL LEISURE BOATING LTD,13833061,Active,Private limited company,,06/01/2022,77341,Unit 9 Pearl House Anson Court Staffordshire Technology Park Stafford ST18 0GB
BULLTECH BELTING LTD,13833057,Active,Private limited company,,06/01/2022,33120,18 Station Road Derby DE65 5EL
CHROME PROPERTY MANAGEMENT LTD,13833060,Active,Private limited company,,06/01/2022,68100 68209,20-22 Wenlock Road London N1 7GU
JDSCAFE LTD,13833063,Active,Private limited company,,06/01/2022,56102,7 Woodcock Street Wakefield WF1 5NQ
TBL CONTRACTORS LTD,13833099,Active,Private limited company,,06/01/2022,43390 43999,44 Broadway London E15 1XH
RJF MEDIA SERVICES LTD,13833100,Active,Private limited company,,06/01/2022,43390,89 Heathcroft Avenue Sunbury-On-Thames TW16 7SR
PROCESS PROGRESS LIMITED,13833095,Active,Private limited company,,06/01/2022,71121,1 Cherwell Court Broom Park Teddington TW11 9RT
KNIGHT MORTGAGE SOLUTIONS LTD,13833098,Active,Private limited company,,06/01/2022,99999,1 Repton House Repton Close Basildon SS13 1LJ
YOYO COURIERS LTD,13833094,Active,Private limited company,,06/01/2022,52290,9 Cub Close Bugbrooke Northampton NN7 3GA
STORR ENTERPRISES LIMITED,SC719061,Active,Private limited company,,06/01/2022,56101,"Unit 2 C/O The Newport Bakery Noble Road, West Gourdie Estate Dundee DD2 4UH"
EJMORGAN LIMITED,13833155,Active,Private limited company,,06/01/2022,84120,30 Oliver Jones Crescent Tredegar NP22 3BJ
GREEN RECYCLE AGGREGATES LIMITED,13833157,Active,Private limited company,,06/01/2022,46130,19 John Simpson Crescent Winterley Sandbach CW11 4AZ
SJ ECO CLEAN LTD,13833156,Active,Private limited company,,06/01/2022,81210,1 Tree Farm Barns Neds Lane Stalmine Poulton-Le-Fylde FY6 0JL
EASTMARK PROPERTY LTD,13833161,Active,Private limited company,,06/01/2022,68209,58 Willingale Road Loughton IG10 2DB
A STAR BOUJEE NAILS & BEAUTY LTD,13833192,Active,Private limited company,,06/01/2022,96020,14 Oldham Street Manchester M1 1JQ
BEST PRODUCTS SERVICE LIMITED,13833191,Active,Private limited company,,06/01/2022,47910,Office 912 58 Peregrine Road Ilford IG6 3SZ
YEDIAYLI LIMITED,13833193,Active,Private limited company,,06/01/2022,47810,222 Devons Road London E3 3PN
ABEMLS LTD,13833221,Active,Private limited company,,06/01/2022,96090,25 The Crescent Croydon CR0 2HN
KATALIN ORSOS SERVICES LIMITED,13833237,Active,Private limited company,,06/01/2022,81210,137 Rosemead Drive Oadby Leicester LE2 5PP
HIB CARS LIMITED,NI684801,Active,Private limited company,,06/01/2022,45112,59b Loughbeg Road Toomebridge Antrim BT41 3TP
CRAVING FOOD LTD,13833271,Active,Private limited company,,06/01/2022,56103,242a Spring Road Birmingham B11 3DW
SCHETIGER LTD,13833267,Active,Private limited company,,06/01/2022,68209,57 Jackmans Place Letchworth Garden City SG6 1RE
SLO-GOCOOK LTD,13833266,Active,Private limited company,,06/01/2022,10850,53 Denaby Avenue Conisbrough Doncaster DN12 3NP
TALENT FINANCIAL SERVICES LIMITED,13833322,Active,Private limited company,,06/01/2022,64999,20 Fosse Close Borrowash Derby DE72 3NN
NASDORSTORES LTD,13831801,Active,Private limited company,,06/01/2022,47910,20 Luffield Road London SE2 9JL
LIVING-LIFECLUB LTD,13831773,Active,Private limited company,,06/01/2022,86900,31 Penny Brookes Street London E15 1GP
DIXIT FOOD & WINE LTD,13831775,Active,Private limited company,,06/01/2022,47110,260 - 262 Rosendale Road Norwood SE24 9DL
SILICON HOMES LTD,13831774,Active,Private limited company,,06/01/2022,68209,20-22 Wenlock Road London N1 7GU
TECHTASTIK LTD,13831787,Active,Private limited company,,06/01/2022,47429,86-90 Paul Street London EC2A 4NE
PASHA TURKISH CUISINE LTD,13831782,Active,Private limited company,,06/01/2022,56101,24 Old Square Shopping Center Freed St Walsall WS1 1PY
CHAPTER JURA BID LIMITED PARTNERSHIP,LP022310,Active,Limited partnership,,06/01/2022, ,15 Finsbury Circus House Finsbury Circus London EC2M 7EB
DS BOTIQUE LTD,13831781,Active,Private limited company,,06/01/2022,14110 31010 46420,3 Lucas Road Great Yarmouth NR31 0FD
RAINSCRUBS LTD,13831791,Active,Private limited company,,06/01/2022,86101,"Flat 21, Maplefield Biggerstaff Street London N4 3FH"
COACHED BY RORY LTD,13831780,Active,Private limited company,,06/01/2022,93199,152a Hammersmith Grove London W6 7HE
GLOS SERVICES LTD,13831778,Active,Private limited company,,06/01/2022,96090,19 Boughton Way Gloucester GL4 4PG
AJPARK LTD,SC718996,Active,Private limited company,,06/01/2022,56102,Flat 2 2 Old Glasgow Road Uddingston G71 7HF
